poi_id,eff_time,lat,lon,times
1,1685,40.71276,-73.988,Jan 17 13:35:43 +0000 2013
2,770,40.74186,-74.03148,Jan 17 01:32:09 +0000 2013
3,1325,40.77233,-73.94403,Jan 17 13:56:07 +0000 2013
4,2154,40.73752,-73.92756,Jan 17 12:47:22 +0000 2013
5,1231,40.70072,-74.02321,Jan 17 23:38:58 +0000 2013
6,1237,40.93456,-73.9565,Jan 17 01:59:56 +0000 2013
7,2436,40.69257,-73.93236,Jan 17 05:09:03 +0000 2013
8,1333,40.7884,-73.98748,Jan 17 03:51:30 +0000 2013
9,2117,40.73867,-73.93036,Jan 17 00:42:02 +0000 2013
10,796,40.75483,-74.08794,Jan 17 11:50:11 +0000 2013
