poi_id,eff_time,lat,lon,times
1,1685,40.68767,-73.96284,Jan 17 13:35:43 +0000 2013
2,770,40.71657,-74.03885,Jan 17 01:32:09 +0000 2013
3,1325,40.79149,-73.95553,Jan 17 13:56:07 +0000 2013
4,2154,40.7905,-74.03435,Jan 17 12:47:22 +0000 2013
5,1231,40.75936,-73.94404,Jan 17 23:38:58 +0000 2013
6,1237,40.84641,-73.92392,Jan 17 01:59:56 +0000 2013
7,2436,40.73256,-73.95406,Jan 17 05:09:03 +0000 2013
8,1333,40.71119,-73.96986,Jan 17 03:51:30 +0000 2013
9,2117,40.76358,-73.96651,Jan 17 00:42:02 +0000 2013
10,796,40.7465,-73.97719,Jan 17 11:50:11 +0000 2013
