poi_id,eff_time,lat,lon,times
1,1685,40.69775,-73.92256,Jan 17 13:35:43 +0000 2013
2,770,40.74565,-74.00067,Jan 17 01:32:09 +0000 2013
3,1325,40.74778,-73.94349,Jan 17 13:56:07 +0000 2013
4,2154,40.74481,-74.0007,Jan 17 12:47:22 +0000 2013
5,1231,40.74154,-73.98908,Jan 17 23:38:58 +0000 2013
6,1237,40.85219,-73.92103,Jan 17 01:59:56 +0000 2013
7,2436,40.68805,-73.96144,Jan 17 05:09:03 +0000 2013
8,1333,40.73499,-73.97199,Jan 17 03:51:30 +0000 2013
9,2117,40.7893,-73.93706,Jan 17 00:42:02 +0000 2013
10,796,40.72159,-74.00054,Jan 17 11:50:11 +0000 2013
