poi_id,eff_time,lat,lon,times
1,1685,40.70577,-73.69226,Jan 17 13:35:43 +0000 2013
2,770,40.72881,-74.01927,Jan 17 01:32:09 +0000 2013
3,1325,40.6978,-73.98006,Jan 17 13:56:07 +0000 2013
4,2154,40.83512,-74.06255,Jan 17 12:47:22 +0000 2013
5,1231,40.87598,-73.94563,Jan 17 23:38:58 +0000 2013
6,1237,40.83882,-73.95056,Jan 17 01:59:56 +0000 2013
7,2436,40.57493,-74.24315,Jan 17 05:09:03 +0000 2013
8,1333,40.74476,-74.06874,Jan 17 03:51:30 +0000 2013
9,2117,40.91568,-74.06,Jan 17 00:42:02 +0000 2013
10,796,40.7891,-73.93782,Jan 17 11:50:11 +0000 2013
