poi_id,eff_time,lat,lon,times
1,1685,40.70461,-73.94164,Jan 17 13:35:43 +0000 2013
2,770,40.74445,-74.01823,Jan 17 01:32:09 +0000 2013
3,1325,40.78936,-73.98851,Jan 17 13:56:07 +0000 2013
4,2154,40.81509,-74.07056,Jan 17 12:47:22 +0000 2013
5,1231,40.74245,-74.02833,Jan 17 23:38:58 +0000 2013
6,1237,40.82015,-73.90426,Jan 17 01:59:56 +0000 2013
7,2436,40.68792,-73.9051,Jan 17 05:09:03 +0000 2013
8,1333,40.64413,-73.97106,Jan 17 03:51:30 +0000 2013
9,2117,40.79828,-73.99491,Jan 17 00:42:02 +0000 2013
10,796,40.74748,-73.98945,Jan 17 11:50:11 +0000 2013
