poi_id,eff_time,lat,lon,times
1,1685,40.70577,-73.93315,Jan 17 13:35:43 +0000 2013
2,770,40.74135,-74.01216,Jan 17 01:32:09 +0000 2013
3,1325,40.80466,-73.96152,Jan 17 13:56:07 +0000 2013
4,2154,40.75418,-73.98985,Jan 17 12:47:22 +0000 2013
5,1231,40.73947,-73.99353,Jan 17 23:38:58 +0000 2013
6,1237,40.84308,-73.92702,Jan 17 01:59:56 +0000 2013
7,2436,40.73658,-73.95393,Jan 17 05:09:03 +0000 2013
8,1333,40.69969,-74.00822,Jan 17 03:51:30 +0000 2013
9,2117,40.77139,-73.98329,Jan 17 00:42:02 +0000 2013
10,796,40.73759,-73.97751,Jan 17 11:50:11 +0000 2013
