poi_id,eff_time,lat,lon,times
1,1685,40.69871,-73.9549,Jan 17 13:35:43 +0000 2013
2,770,40.73656,-74.00015,Jan 17 01:32:09 +0000 2013
3,1325,40.79331,-73.94618,Jan 17 13:56:07 +0000 2013
4,2154,40.76161,-73.99752,Jan 17 12:47:22 +0000 2013
5,1231,40.73711,-74.00543,Jan 17 23:38:58 +0000 2013
6,1237,40.85123,-73.93605,Jan 17 01:59:56 +0000 2013
7,2436,40.71528,-73.95391,Jan 17 05:09:03 +0000 2013
8,1333,40.72889,-73.97741,Jan 17 03:51:30 +0000 2013
9,2117,40.75755,-73.9678,Jan 17 00:42:02 +0000 2013
10,796,40.73538,-73.95835,Jan 17 11:50:11 +0000 2013
