poi_id,eff_time,lat,lon,times
1,1685,40.70562,-73.93943,Jan 17 13:35:43 +0000 2013
2,770,40.76128,-74.01991,Jan 17 01:32:09 +0000 2013
3,1325,40.80685,-73.95555,Jan 17 13:56:07 +0000 2013
4,2154,40.77842,-74.00922,Jan 17 12:47:22 +0000 2013
5,1231,40.75114,-73.98586,Jan 17 23:38:58 +0000 2013
6,1237,40.8502,-73.93545,Jan 17 01:59:56 +0000 2013
7,2436,40.71359,-73.94671,Jan 17 05:09:03 +0000 2013
8,1333,40.72498,-73.99325,Jan 17 03:51:30 +0000 2013
9,2117,40.76117,-73.9584,Jan 17 00:42:02 +0000 2013
10,796,40.74673,-73.98467,Jan 17 11:50:11 +0000 2013
