poi_id,eff_time,lat,lon,times
1,1685,40.66417,-73.94803,Jan 17 13:35:43 +0000 2013
2,770,40.78608,-74.07534,Jan 17 01:32:09 +0000 2013
3,1325,40.788,-73.97587,Jan 17 13:56:07 +0000 2013
4,2154,40.70509,-74.0048,Jan 17 12:47:22 +0000 2013
5,1231,40.74306,-74.01971,Jan 17 23:38:58 +0000 2013
6,1237,40.85033,-73.93712,Jan 17 01:59:56 +0000 2013
7,2436,40.70625,-73.95363,Jan 17 05:09:03 +0000 2013
8,1333,40.73139,-73.96014,Jan 17 03:51:30 +0000 2013
9,2117,40.74095,-74.00822,Jan 17 00:42:02 +0000 2013
10,796,40.7632,-73.95923,Jan 17 11:50:11 +0000 2013
