poi_id,eff_time,lat,lon,times
1,1685,40.69093,-73.94745,Jan 17 13:35:43 +0000 2013
2,770,40.73597,-73.98098,Jan 17 01:32:09 +0000 2013
3,1325,40.86291,-74.01472,Jan 17 13:56:07 +0000 2013
4,2154,40.78986,-73.90888,Jan 17 12:47:22 +0000 2013
5,1231,40.72018,-74.07766,Jan 17 23:38:58 +0000 2013
6,1237,40.89352,-73.91766,Jan 17 01:59:56 +0000 2013
7,2436,40.79893,-73.97042,Jan 17 05:09:03 +0000 2013
8,1333,40.7095,-73.97839,Jan 17 03:51:30 +0000 2013
9,2117,40.7073,-73.91188,Jan 17 00:42:02 +0000 2013
10,796,40.76712,-73.96907,Jan 17 11:50:11 +0000 2013
