175	1273804290.0	1273805975.0	35.6675404523	139.7073478157	1025915
685	1273805535.0	1273807479.0	1.304213414	103.8318407536	74676
874	1273803365.0	1273804450.0	39.0626723	-76.5868027833	769029
939	1273805948.0	1273806919.0	62.4007837833	17.32657315	1002943
966	1273804894.0	1273806951.0	51.5225766167	-0.0806317833	1112035
3003	1273805114.0	1273806967.0	48.8709439979	2.3084823337	835521
10925	1273803455.0	1273805398.0	57.696791918	11.9910514355	107632
10962	1273804772.0	1273806211.0	55.5910422757	13.0087995529	51049
33783	1273804404.0	1273805256.0	42.2896973333	-89.0686623333	332189
42270	1273802681.0	1273804410.0	50.103516	14.454983	1075826
80226	1273802963.0	1273804801.0	55.5972947833	13.00275615	58831
99063	1273804118.0	1273805919.0	59.956864294	11.0477911189	989706
103924	1273803578.0	1273804238.0	57.7340766833	14.2702736833	222277
113411	1273805411.0	1273807414.0	35.5312832735	139.6969127655	357031
113411	1273804282.0	1273806767.0	35.6461191	139.7489111833	92816
115058	1273805493.0	1273807068.0	52.3621013197	4.8829454184	105825
152406	1273805758.0	1273806560.0	56.0915523909	12.7568650246	117941
157740	1273805776.0	1273807666.0	35.2224435624	-80.9412235439	302672
163894	1273805766.0	1273806463.0	59.3841732667	18.0613522833	1051708
163894	1273803315.0	1273804742.0	59.436609191	17.9374659061	74958
