29469	1273829428.0	1273831745.0	50.8258176741	-0.1499961061	98502
62812	1273828170.0	1273829422.0	43.0158049383	-89.4807137516	502251
23913	1273830602.0	1273832270.0	42.299504477	-71.2627102551	687553
33661	1273828714.0	1273830327.0	33.10735075	-96.8063970667	39494
189015	1273828973.0	1273830538.0	55.5900722121	13.0077910423	63693
10823	1273830281.0	1273832837.0	30.26717305	-97.7446746667	88066
18357	1273827681.0	1273828916.0	41.5813903809	-85.8231811523	1113923
116502	1273830557.0	1273832483.0	40.87275469	-73.90640395	1114203
1498	1273829819.0	1273832297.0	34.0175879	-118.4870553	9518
36211	1273829059.0	1273831606.0	42.5367236	-92.4465179333	775743
8503	1273830731.0	1273832770.0	48.5828019774	7.7531845966	455004
12456	1273829054.0	1273831574.0	44.8640213185	10.0687980652	1109802
158093	1273830971.0	1273833504.0	52.5297193543	13.4102137392	208675
46639	1273828720.0	1273829826.0	30.27055195	-97.7483066333	18328
3136	1273828917.0	1273830408.0	32.8704604403	-96.7735916433	798799
22259	1273829058.0	1273831667.0	32.8370994667	-96.7764106333	96612
116681	1273827765.0	1273829069.0	58.58462705	16.1724385	159017
107131	1273830546.0	1273833133.0	59.3144474928	18.032759428	441884
123789	1273829239.0	1273830226.0	32.8060062464	-96.8281531334	101256
134076	1273829370.0	1273831678.0	51.0578643346	3.7223911285	101486
12783	1273830353.0	1273831288.0	43.6874875828	-79.6235847473	797345
50139	1273830072.0	1273832334.0	51.5054887533	-0.1056039333	998869
57646	1273830318.0	1273831267.0	41.8830846843	-87.6534231526	1114164
4743	1273830881.0	1273832869.0	37.7858259859	-122.4065190554	14710
52886	1273830214.0	1273831988.0	51.2199094588	4.4001105077	209307
9986	1273830689.0	1273831589.0	38.9032927167	-77.03827595	419745
16581	1273829460.0	1273832051.0	40.7973180973	-74.4810390638	1114081
5862	1273827915.0	1273828731.0	40.7420393148	-73.9933107461	174531
553	1273829883.0	1273830774.0	39.0979589987	-94.5813795363	54548
104771	1273828263.0	1273830168.0	40.57605814	-75.48517912	839411
