poi_id,eff_time,lat,lon,times
1.0,2695.0,32.79236,-79.93279,197201.0
2.0,660.0,37.15615,-93.28884,107220.0
3.0,2235.0,29.70777,-95.66075,1115764.0
4.0,2632.0,24.69542,46.78624,999085.0
5.0,1008.0,32.88436,-97.25763,354568.0
6.0,1700.0,21.31323,-157.85358,291233.0
7.0,1714.0,34.15938,-84.52789,886545.0
8.0,2156.0,33.86935,-112.13336,930308.0
9.0,2471.0,39.99264,-86.06578,1115691.0
10.0,2037.0,53.54989,9.96636,812593.0
11.0,2109.0,33.87647,-98.50961,152239.0
12.0,2614.0,32.97189,-97.05228,19638.0
13.0,1167.0,30.30139,-97.70667,14700.0
14.0,1981.0,57.68535,11.97722,165801.0
15.0,1941.0,59.89828,10.746,856790.0
16.0,1789.0,42.89792,-85.70165,459116.0
17.0,1533.0,43.9411,-78.87113,1008989.0
18.0,1673.0,49.9839,18.58183,731101.0
19.0,2511.0,30.22355,-97.74771,25634.0
20.0,1798.0,41.32164,-72.17386,857910.0
21.0,1103.0,30.16909,-97.85155,907219.0
22.0,2344.0,38.31862,-122.70603,1115814.0
23.0,2385.0,38.46562,-77.47537,441135.0
24.0,899.0,60.62357,15.66703,1115624.0
25.0,2418.0,36.91362,-84.11627,982062.0
26.0,659.0,32.67499,-117.16021,175996.0
27.0,2089.0,34.58159,-82.56846,862838.0
28.0,1581.0,38.05292,-96.64433,1115650.0
29.0,2389.0,51.47033,11.96306,1049279.0
30.0,2591.0,18.39801,-66.01701,102501.0
