3372	1273786481.0	1273788712.0	37.7868980751	-122.411439705	66121
63701	1273785641.0	1273786479.0	37.3327163487	-121.9011855125	10332
56012	1273786546.0	1273788991.0	50.9229881839	5.7768344879	459835
106214	1273784680.0	1273785429.0	54.4583019733	18.5327446461	151438
98612	1273785653.0	1273787587.0	37.7906739167	-122.4175219833	34060
137871	1273784692.0	1273786914.0	39.1856119636	-96.5739601851	506098
104028	1273786010.0	1273786807.0	3.0878566167	101.682302	1111221
39603	1273785633.0	1273788062.0	57.7095352165	11.9736385345	63842
115336	1273785199.0	1273785836.0	51.5595937333	5.0926677667	217755
118226	1273787865.0	1273789720.0	-45.8717214	170.5043990667	1081358
194594	1273787681.0	1273788742.0	53.62140661	9.99087572	828744
37421	1273784822.0	1273786256.0	52.3638289582	4.881750942	1103227
187528	1273787297.0	1273789627.0	56.0376592789	12.6998198032	828336
104417	1273784409.0	1273785668.0	19.42885261	-99.07816976	628759
10862	1273785708.0	1273787545.0	21.2931930399	-157.8160715103	85086
148175	1273787389.0	1273789388.0	59.3448431846	18.0593454838	92996
15427	1273787781.0	1273788556.0	52.8626334832	9.5882105827	1111269
48576	1273787682.0	1273789302.0	13.88570201	100.58136856	1075373
1848	1273786049.0	1273787078.0	42.3482002261	-71.0843673127	24743
11079	1273786253.0	1273788390.0	33.953710639	-118.3967614174	46678
10144	1273784900.0	1273787575.0	55.6006418178	12.9814465211	909616
166657	1273787342.0	1273788978.0	25.0555312942	121.6124242544	984219
29135	1273785084.0	1273787105.0	47.3508938667	8.7178997333	36538
1627	1273787670.0	1273788671.0	-33.8939654612	150.936602354	428398
48219	1273785448.0	1273788065.0	47.4100765399	8.2238996029	216354
12935	1273785209.0	1273786738.0	32.9666191441	-97.0445966721	9419
34347	1273785196.0	1273787457.0	37.7723678321	-122.4373431485	61920
18341	1273787467.0	1273788929.0	38.693281158	-121.5904140472	469822
84702	1273784680.0	1273785999.0	30.1972733341	-97.7670550346	28565
38443	1273785649.0	1273787034.0	55.7293575641	37.6162004471	597102
