poi_id,eff_time,lat,lon,times
1,1972.0,50.5835397632,5.8653017879,704746.0
2,796.0,34.0031543667,-81.01746605,118914.0
3,678.0,42.4043733,-71.078815,284328.0
4,1118.0,33.7846335501,-84.3850746307,552891.0
5,2515.0,25.7740798113,-80.1960477659,225613.0
6,741.0,34.0879315138,-117.6520889997,1101390.0
7,1508.0,33.07763405,-96.82130925,38589.0
8,2251.0,30.2313745667,-97.79745475,15590.0
9,1775.0,33.77292248,-84.28560586,1110592.0
10,1639.0,33.8201152142,-78.6692015019,1105565.0
11,1736.0,30.3256602667,-81.4105748167,183675.0
12,731.0,41.9107362899,-87.6534936082,194882.0
13,2482.0,39.85324257,-75.07447415,1110625.0
14,1940.0,38.911162073,-77.0381456867,626671.0
15,1377.0,41.48689669,-71.31587797,977164.0
16,789.0,-45.86854189,170.5127539,1110685.0
17,1714.0,45.43762885,-122.7322132,162005.0
18,1132.0,-33.8730879554,151.211400032,29248.0
19,801.0,32.9666682833,-96.8209652667,19858.0
20,1920.0,32.7970923167,-96.7973220333,27978.0
21,959.0,37.5875283424,-77.500526861,1110666.0
22,1669.0,4.6667061833,-74.0544433833,434561.0
23,1947.0,33.449489427,-112.0733174579,306083.0
24,2020.0,40.7495165833,-111.8826979,462442.0
25,1715.0,30.1736616509,-81.6309499741,624614.0
26,2229.0,21.29158315,-157.8379529333,32307.0
27,1725.0,49.8463039833,-123.1495100833,1110699.0
28,754.0,34.22531336,-118.87917923,1110724.0
29,1438.0,30.3073646792,-97.7399325371,9430.0
30,1861.0,45.2100031667,-123.19492945,574231.0
