poi_id,eff_time,lat,lon,times
1.0,2250.0,33.46501,-117.71488,441562.0
2.0,1772.0,37.76748,-122.45709,518821.0
3.0,2141.0,30.28051,-97.73204,10577.0
4.0,2267.0,35.79236,-78.86059,884647.0
5.0,1696.0,39.62092,-104.92101,714596.0
6.0,2065.0,34.87073,33.59327,771969.0
7.0,1948.0,34.03386,-118.29554,321787.0
8.0,2364.0,59.90244,10.74754,393778.0
9.0,2173.0,55.23622,22.28644,1111128.0
10.0,2671.0,34.03633,-118.39863,114459.0
11.0,1523.0,34.14211,-118.35004,197710.0
12.0,1851.0,59.32874,18.0891,881496.0
13.0,1253.0,41.67009,-86.00318,332854.0
14.0,1058.0,43.06727,-88.29687,943125.0
15.0,948.0,32.74245,-117.2229,1111116.0
16.0,2077.0,37.33878,-121.94819,33472.0
17.0,959.0,30.68658,-96.25102,440657.0
18.0,1058.0,41.32994,-105.59233,908125.0
19.0,983.0,37.73716,-122.42402,88877.0
20.0,1993.0,59.29385,18.1367,1070845.0
21.0,957.0,34.02422,-117.08365,1111132.0
22.0,2325.0,34.09319,-118.36389,457977.0
23.0,2295.0,32.88393,-97.13291,980709.0
24.0,807.0,38.62469,-121.44903,281400.0
25.0,899.0,35.66631,139.76249,734182.0
26.0,1894.0,33.64011,-111.82901,572219.0
27.0,818.0,37.41584,-122.09189,760793.0
28.0,1460.0,32.23451,-110.97329,35788.0
29.0,2178.0,35.84655,128.57241,972894.0
30.0,892.0,55.60642,12.60535,1108753.0
