poi_id,eff_time,lat,lon,times
1.0,2637.0,-23.56721,-46.63827,954079.0
2.0,2006.0,37.40382,-122.09359,24918.0
3.0,1356.0,41.79288,-71.41548,291420.0
4.0,921.0,33.74174,-84.31284,48180.0
5.0,1670.0,34.03194,-84.18427,165299.0
6.0,1936.0,41.69805,-72.86259,1055701.0
7.0,1346.0,40.76106,-111.89282,59609.0
8.0,1025.0,47.68135,-122.32125,266075.0
9.0,1300.0,52.38656,6.2666,646838.0
10.0,1215.0,48.06222,-122.10974,1035263.0
11.0,2503.0,61.05826,28.17713,845439.0
12.0,975.0,35.78751,-78.6391,1113817.0
13.0,1753.0,37.38754,-122.05216,53235.0
14.0,2017.0,37.73911,-122.40772,14427.0
15.0,1446.0,59.34031,18.02581,676881.0
16.0,1621.0,46.77078,17.66577,960273.0
17.0,2520.0,38.89179,-77.09275,235976.0
18.0,1971.0,57.68992,14.51105,604870.0
19.0,872.0,33.87533,-84.48758,26669.0
20.0,2543.0,35.234,-80.84129,416180.0
21.0,1904.0,63.17375,14.52716,1111309.0
22.0,962.0,42.8852,-85.83592,906628.0
23.0,913.0,37.90164,-122.31945,482618.0
24.0,1069.0,52.0905,5.11783,82773.0
25.0,2258.0,37.96363,-122.06171,113791.0
26.0,2613.0,47.79566,-117.33429,883730.0
27.0,1709.0,30.14443,-97.73194,55554.0
28.0,2078.0,35.02036,-85.31816,158080.0
29.0,2545.0,33.78623,-116.45806,679730.0
30.0,1296.0,34.85855,-82.45845,293434.0
